fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_justa,cuota_api,ev_api,ev_api_num,dif_api_vs_justa,ratio_api_vs_justa,cuota_betano,ev_betano,ev_betano_num,dif_betano_vs_justa,ratio_betano_vs_justa,estado_api,estado_betano,perfil_pick,prioridad_mercado,score,score_num,alerta_valor,cobertura_betano,confianza,fuente,razon,riesgo,betano_url,modelo_base,fuente_local,partidos_local,goles_favor_local,goles_contra_local,ultimos_local,fuente_visita,partidos_visita,goles_favor_visita,goles_contra_visita,ultimos_visita
2026-09-15,17:00,Platense vs Fluminense,,,Visita corners +5.5,CORNERS_AWAY OVER.5.5,CORNERS_AWAY:OVER_5_5,28.0%,0.280100,3.57,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,44.01,44.009000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,SHOTS_TOTAL OVER.26.5,SHOTS_TOTAL OVER.26.5,SHOTS_TOTAL:OVER_26_5,27.5%,0.274900,3.64,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,30.49,30.489000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,SHOTS_TOTAL UNDER.20.5,SHOTS_TOTAL UNDER.20.5,SHOTS_TOTAL:UNDER_20_5,26.2%,0.261800,3.82,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,29.18,29.182000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,Betano,1T +1.5,FIRST_HALF_TOTALS OVER.1.5,FIRST_HALF_TOTALS:OVER_1_5,22.8%,0.227500,4.39,,,,,,3.40,-0.23,-0.226500,-0.99,0.77,Sin cuota/EV,EV negativo Betano,Solo modelo,5,52.13,52.128000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,Tarjetas total -3.5,CARDS_TOTALS UNDER.3.5,CARDS_TOTALS:UNDER_3_5,21.3%,0.213300,4.69,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,29.33,29.329000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,Corners total +11.5,CORNERS_TOTALS OVER.11.5,CORNERS_TOTALS:OVER_11_5,19.7%,0.197000,5.08,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,6,49.70,49.699000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,Betano,Goles +3.5,TOTALS OVER.3.5,TOTALS:OVER_3_5,19.6%,0.196100,5.10,,,,,,4.30,-0.16,-0.156800,-0.80,0.84,Sin cuota/EV,EV negativo Betano,Solo modelo,1,30.10,30.100000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,Local corners +6.5,CORNERS_HOME OVER.6.5,CORNERS_HOME:OVER_6_5,18.2%,0.182000,5.50,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,34.20,34.197000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,SHOTS_ON_TARGET_TOTAL OVER.9.5,SHOTS_ON_TARGET_TOTAL OVER.9.5,SHOTS_ON_TARGET_TOTAL:OVER_9_5,18.0%,0.179800,5.56,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,20.98,20.979000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,Visita corners +6.5,CORNERS_AWAY OVER.6.5,CORNERS_AWAY:OVER_6_5,15.6%,0.156400,6.40,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,31.64,31.635000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,Visita tarjetas -1.5,CARDS_AWAY UNDER.1.5,CARDS_AWAY:UNDER_1_5,14.7%,0.146800,6.81,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,17.68,17.684000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,Local tarjetas +3.5,CARDS_HOME OVER.3.5,CARDS_HOME:OVER_3_5,14.3%,0.142900,7.00,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,17.29,17.288000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,SHOTS_TOTAL UNDER.18.5,SHOTS_TOTAL UNDER.18.5,SHOTS_TOTAL:UNDER_18_5,14.1%,0.141100,7.09,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,17.11,17.109000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,Local tarjetas -0.5,CARDS_HOME UNDER.0.5,CARDS_HOME:UNDER_0_5,13.5%,0.135300,7.39,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,16.53,16.534000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,Local goles +2.5,TEAM_TOTAL_HOME OVER.2.5,TEAM_TOTAL_HOME:OVER_2_5,12.4%,0.123800,8.08,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,28.38,28.378000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,Tarjetas total -2.5,CARDS_TOTALS UNDER.2.5,CARDS_TOTALS:UNDER_2_5,9.5%,0.094800,10.55,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,17.48,17.476000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,Betano,Visita goles +2.5,TEAM_TOTAL_AWAY OVER.2.5,TEAM_TOTAL_AWAY:OVER_2_5,9.2%,0.092100,10.85,,,,,,6.50,-0.40,-0.401300,-4.35,0.60,Sin cuota/EV,EV negativo Betano,Solo modelo,4,26.79,26.794000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Platense vs Fluminense,,,Visita tarjetas -0.5,CARDS_AWAY UNDER.0.5,CARDS_AWAY:UNDER_0_5,3.3%,0.033400,29.96,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,6.34,6.337000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/ca-platense-fluminense-rj/92191619/,torneo actual,torneo actual,8,10.0,8.0,2026-08-19 · CONMEBOL Libertadores · Coquimbo Unido 0-0 Platense (E); 2026-08-12 · CONMEBOL Libertadores · Platense 1-1 Coquimbo Unido (E); 2026-05-27 · CONMEBOL Libertadores · Corinthians 0-2 Platense (G); 2026-05-19 · CONMEBOL Libertadores · Santa Fe 2-1 Platense (P); 2026-05-07 · CONMEBOL Libertadores · Platense 1-1 Penarol (E),torneo actual,8,9.0,8.0,2026-08-18 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E); 2026-08-11 · CONMEBOL Libertadores · Fluminense 0-0 Independ. Rivadavia (E); 2026-05-27 · CONMEBOL Libertadores · Fluminense 3-1 Deportivo La Guaira (G); 2026-05-19 · CONMEBOL Libertadores · Fluminense 2-1 Bolívar (G); 2026-05-06 · CONMEBOL Libertadores · Independ. Rivadavia 1-1 Fluminense (E)
2026-09-15,17:00,Vasco DA Gama vs Santa Fe,,,Visita tarjetas -3.5,CARDS_AWAY UNDER.3.5,CARDS_AWAY:UNDER_3_5,99.3%,0.992700,1.01,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,102.27,102.271000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/vasco-da-gama-rj-independiente-santa-fe/92191775/,torneo actual,torneo actual,10,17.0,9.0,2026-08-20 · CONMEBOL Sudamericana · Olimpia 1-4 Vasco DA Gama (G); 2026-08-13 · CONMEBOL Sudamericana · Vasco DA Gama 0-0 Olimpia (E); 2026-07-29 · CONMEBOL Sudamericana · Vasco DA Gama 1-0 Independiente Medellin (G); 2026-07-22 · CONMEBOL Sudamericana · Independiente Medellin 2-2 Vasco DA Gama (E); 2026-05-27 · CONMEBOL Sudamericana · Vasco DA Gama 3-0 Barracas Central (G),torneo actual,4,7.0,1.0,2026-08-26 · CONMEBOL Sudamericana · River Plate 1-1 Santa Fe (E); 2026-08-19 · CONMEBOL Sudamericana · Santa Fe 0-0 River Plate (E); 2026-07-30 · CONMEBOL Sudamericana · Caracas FC 0-3 Santa Fe (G); 2026-07-23 · CONMEBOL Sudamericana · Santa Fe 2-0 Caracas FC (G)
